100005	pt	0.942989
100005	american	1.035975
100005	extern	0.810375
100005	three	1.024390
100005	major	1.121527
100005	www	4.520531
100005	uk	2.154681
100005	decemb	1.204089
100005	id	1.072890
100005	press	3.562563
100005	us	0.806580
100005	group	4.779429
100005	area	1.096882
100005	apo	7.899676
100005	work	2.089465
100005	ag	4.565197
100005	gener	0.999107
100005	develop	1.197756
100005	zh	1.194215
100005	both	1.041519
100005	take	1.211492
100005	includ	0.819000
100005	ja	1.062371
100005	name	0.901143
100005	http	11.096731
100005	john	2.277968
100005	histori	3.666844
100005	quot	3.067209
100005	present	1.050621
100005	nl	0.947124
100005	other	3.132599
100005	ru	2.014839
100005	fi	1.210499
100005	north	4.802679
100005	book	1.159151
100005	link	1.581818
100005	famili	5.675503
100005	univers	2.146793
100005	fr	0.856624
100005	two	2.443465
100005	long	3.631496
100005	life	1.185466
100005	result	2.416379
100005	same	2.337999
100005	found	2.160831
100005	world	3.059843
100005	known	1.944121
100005	member	2.412107
100005	larg	2.346291
100005	place	2.950951
100005	make	1.089758
100005	ca	2.165470
100005	sv	1.055360
100005	categori	1.451214
100005	earli	9.353427
100005	june	1.199859
100005	thi	6.383665
100005	form	3.248204
100005	refer	0.727869
100005	time	1.717941
100005	pl	0.976578
100005	first	0.833152
100089	year	0.825003
100089	nation	6.303728
100089	american	1.035975
100089	extern	0.810375
100089	april	1.155859
100089	uk	2.154681
100089	decemb	1.204089
100089	state	2.588734
100089	press	4.750084
100089	us	3.226320
100089	group	1.194857
100089	area	7.678174
100089	apo	12.926743
100089	work	3.134198
100089	gener	1.998213
100089	develop	9.582044
100089	list	5.694920
100089	establish	2.401339
100089	zh	1.194215
100089	both	1.041519
100089	unit	0.931558
100089	includ	0.819000
100089	john	1.138984
100089	histori	2.750133
100089	quot	13.802438
100089	nl	0.947124
100089	other	1.566299
100089	ru	1.007420
100089	line	1.152737
100089	book	2.318302
100089	north	1.200670
100089	part	0.931185
100089	origin	2.095456
100089	link	0.790909
100089	univers	3.220189
100089	fr	0.856624
100089	two	1.628977
100089	life	2.370932
100089	long	1.210499
100089	peopl	0.919966
100089	see	0.907884
100089	world	7.139634
100089	public	3.418252
100089	member	1.206053
100089	live	2.042847
100089	sv	1.055360
100089	follow	1.022790
100089	categori	2.902427
100089	thi	4.787749
100089	refer	1.455738
100089	well	3.053057
100089	time	0.858971
100089	pl	0.976578
100098	through	3.150776
100098	featur	1.202295
100098	pt	0.942989
100098	nation	9.455592
100098	extern	0.810375
100098	three	1.024390
100098	number	12.298552
100098	high	6.725812
100098	major	1.121527
100098	www	0.904106
100098	html	1.175463
100098	press	1.187521
100098	us	16.131599
100098	apo	3.590762
100098	made	2.842531
100098	develop	2.395511
100098	establish	2.401339
100098	zh	1.194215
100098	both	2.083037
100098	unit	1.863116
100098	includ	2.457000
100098	ja	1.062371
100098	name	0.901143
100098	becam	1.112537
100098	john	1.138984
100098	histori	0.916711
100098	quot	4.600813
100098	other	3.915749
100098	ru	1.007420
100098	fi	1.210499
100098	line	1.152737
100098	north	8.404687
100098	part	23.279635
100098	book	2.318302
100098	origin	2.095456
100098	link	18.190907
100098	becom	1.195661
100098	fr	0.856624
100098	two	2.443465
100098	see	0.907884
100098	world	1.019948
100098	same	3.506999
100098	public	2.278835
100098	known	1.944121
100098	larg	1.173145
100098	end	8.746458
100098	make	1.089758
100098	ca	1.082735
100098	sv	1.055360
100098	follow	2.045581
100098	categori	2.176821
100098	call	39.066914
