107301	through	5.747799
107301	featur	5.993961
107301	pt	5.687374
107301	year	44.405369
107301	american	11.691881
107301	extern	5.576547
107301	type	11.909681
107301	white	6.167916
107301	major	5.747799
107301	children	6.121496
107301	www	11.374748
107301	commun	5.954840
107301	state	52.015035
107301	titl	5.812138
107301	id	5.747799
107301	us	10.906862
107301	area	35.503199
107301	apo	16.158865
107301	serv	12.069367
107301	gener	5.880932
107301	ag	47.047456
107301	made	5.630415
107301	establish	6.034684
107301	unit	22.991197
107301	includ	5.476862
107301	becam	11.761864
107301	marri	6.121496
107301	http	11.206231
107301	john	6.121496
107301	histori	34.124244
107301	region	6.121496
107301	present	5.687374
107301	nl	5.779448
107301	other	10.906862
107301	ru	6.077144
107301	line	6.121496
107301	part	11.624277
107301	link	5.500860
107301	famili	29.060692
107301	resid	6.167916
107301	two	16.502580
107301	peopl	16.891245
107301	total	6.034684
107301	see	5.717127
107301	known	11.495599
107301	public	12.069367
107301	hous	17.751600
107301	locat	18.231431
107301	februari	12.154287
107301	land	6.034684
107301	end	18.104051
107301	older	12.335831
107301	place	11.495599
107301	live	22.521660
107301	ca	5.880932
107301	st	6.167916
107301	sv	5.917200
107301	follow	5.993961
107301	categori	21.375712
107301	march	6.077144
107301	home	11.834400
107301	thi	5.603116
107301	citi	78.450888
107301	refer	5.303305
107301	popul	43.175410
107301	chang	6.077144
107301	time	5.603116
107301	pl	5.845940
107301	first	5.525453
108594	through	5.747799
108594	septemb	6.167916
108594	featur	17.981884
108594	pt	5.687374
108594	year	27.753356
108594	nation	30.385718
108594	american	11.691881
108594	extern	5.576547
108594	type	11.909681
108594	number	6.034684
108594	white	6.167916
108594	major	11.495599
108594	children	6.121496
108594	www	39.811619
108594	html	23.383761
108594	commun	5.954840
108594	state	86.691726
108594	titl	5.812138
108594	id	5.747799
108594	us	43.627448
108594	area	47.337599
108594	apo	5.386288
108594	serv	12.069367
108594	ag	47.047456
108594	made	5.630415
108594	list	6.077144
108594	unit	34.486796
108594	includ	5.476862
108594	marri	6.121496
108594	name	5.576547
108594	becam	5.880932
108594	http	39.221809
108594	histori	11.374748
108594	region	36.728973
108594	present	5.687374
108594	quot	21.722164
108594	nl	5.779448
108594	other	5.453431
108594	line	12.242991
108594	link	11.001720
108594	famili	29.060692
108594	univers	11.761864
108594	fr	5.630415
108594	resid	6.167916
108594	two	5.500860
108594	peopl	16.891245
108594	total	6.034684
108594	see	11.434255
108594	hous	5.917200
108594	locat	6.077144
108594	member	6.167916
108594	land	12.069367
108594	older	12.335831
108594	end	6.034684
108594	place	17.243398
108594	popular	6.077144
108594	live	28.152075
108594	ca	5.880932
108594	war	5.993961
108594	categori	21.375712
108594	earli	5.812138
108594	home	11.834400
108594	call	5.880932
108594	june	6.121496
108594	thi	5.603116
108594	citi	126.728357
108594	refer	5.303305
108594	popul	61.679157
108594	well	5.954840
108594	pl	5.845940
110084	through	5.747799
110084	featur	5.993961
110084	pt	5.687374
110084	year	22.202685
110084	line	12.242991
110084	american	5.845940
110084	type	5.954840
110084	famili	29.060692
110084	resid	6.167916
110084	peopl	16.891245
110084	see	5.717127
110084	total	6.034684
110084	same	5.993961
110084	known	5.747799
110084	white	6.167916
110084	hous	5.917200
110084	children	6.121496
110084	locat	6.077144
110084	www	5.687374
110084	land	6.034684
110084	commun	5.954840
110084	older	12.335831
110084	id	5.747799
110084	state	17.338345
110084	place	5.747799
110084	live	22.521660
110084	ca	5.880932
110084	area	11.834400
110084	made	11.260830
110084	ag	35.285592
110084	categori	10.687856
110084	establish	6.034684
110084	unit	17.243398
110084	thi	5.603116
110084	includ	5.476862
110084	citi	66.381520
110084	refer	5.303305
110084	popul	30.839579
110084	name	11.153094
110084	marri	6.121496
110084	http	5.603116
110084	john	6.121496
110084	histori	11.374748
110084	present	5.687374
110084	nl	5.779448
11036	through	5.747799
11036	other	38.174017
11036	line	18.364487
11036	back	12.242991
11036	type	17.864521
11036	fr	5.630415
11036	two	22.003440
11036	result	6.121496
11036	number	6.034684
11036	see	5.717127
11036	known	28.738997
11036	major	17.243398
11036	locat	6.077144
11036	id	5.747799
11036	popular	18.231431
11036	us	76.348035
11036	area	5.917200
11036	apo	48.476596
11036	made	5.630415
11036	categori	10.687856
11036	both	17.981884
11036	call	5.880932
11036	includ	21.907448
11036	thi	28.015578
11036	refer	5.303305
11036	becam	5.880932
11036	well	11.909681
11036	quot	276.957595
11036	first	5.525453
113147	through	5.747799
113147	featur	5.993961
113147	pt	5.687374
